Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
2020-011340427-001;04/02/2020 17:00;1;BELO HORIZONTE                ;2;48494;RUA;NOVA SUICA                                        ;RUA;GUANABARA                                         ;737;OLHOS D'AGUA                                      ;B ;BAIRRO                        ;0;0
2020-008390850-001;17/02/2020 15:13;1;BELO HORIZONTE                ;1;48526;AVE;NOVARA                                            ;RUA;G                                                 ;742;BANDEIRANTES                                      ;B ;BAIRRO                        ;710;0
2020-035863760-001;26/07/2020 08:05;1;BELO HORIZONTE                ;1;48526;AVE;NOVARA                                            ;RUA;G                                                 ;742;BANDEIRANTES                                      ;B ;BAIRRO                        ;0;0
2020-006767163-001;08/02/2020 17:33;1;BELO HORIZONTE                ;2;48539;RUA;ANTONIO MARCAL SAMPAIO                            ;RUA;NOVE                                              ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;0;0
2020-006612139-001;07/02/2020 16:42;1;BELO HORIZONTE                ;1;48539;RUA;ANTONIO MARCAL SAMPAIO                            ;RUA;NOVE                                              ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;0;0
2020-024672190-001;24/05/2020 13:10;1;BELO HORIZONTE                ;1;48539;RUA;ANTONIO MARCAL SAMPAIO                            ;RUA;NOVE                                              ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;0;0
2020-047781323-001;02/10/2020 18:54;1;BELO HORIZONTE                ;1;48539;RUA;ANTONIO MARCAL SAMPAIO                            ;RUA;NOVE                                              ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;383;0
2020-039262350-001;15/08/2020 04:56;1;BELO HORIZONTE                ;1;48539;RUA;ANTONIO MARCAL SAMPAIO                            ;RUA;NOVE                                              ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;0;0
2020-027341191-001;08/06/2020 19:25;1;BELO HORIZONTE                ;1;48539;RUA;ANTONIO MARCAL SAMPAIO                            ;RUA;NOVE                                              ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;337;0
2020-011101204-001;03/03/2020 10:54;1;BELO HORIZONTE                ;2;48614;RUA;ALAIR MARQUES RODRIGUES                           ;RUA;NOVE                                              ;762;SANTA AMELIA                                      ;B ;BAIRRO                        ;0;0
2020-054830196-001;13/11/2020 13:57;1;BELO HORIZONTE                ;1;48614;RUA;ALAIR MARQUES RODRIGUES                           ;RUA;NOVE                                              ;762;SANTA AMELIA                                      ;B ;BAIRRO                        ;0;0
2020-050892461-001;17/10/2020 23:30;1;BELO HORIZONTE                ;2;48715;RUA;CARMELITO MOREIRA DOS REIS                        ;RUA;NOVE                                              ;1303;CENACULO                                          ;B ;BAIRRO                        ;0;0
2020-037621129-002;05/08/2020 19:23;1;BELO HORIZONTE                ;1;48715;RUA;CARMELITO MOREIRA DOS REIS                        ;RUA;NOVE                                              ;1303;CENACULO                                          ;B ;BAIRRO                        ;0;0
2020-028049967-001;12/06/2020 11:05;1;BELO HORIZONTE                ;2;48831;RUA;HOMERO DE OLIVEIRA                                ;RUA;NOVE                                              ;762;SANTA AMELIA                                      ;B ;BAIRRO                        ;0;0
2020-016906546-001;06/04/2020 08:30;1;BELO HORIZONTE                ;1;49065;RUA;OCARA                                             ;NI ;N?O INFORMADO                                     ;770;SANTA MARIA                                       ;B ;BAIRRO                        ;26;0
2020-060926598-001;19/12/2020 13:51;1;BELO HORIZONTE                ;2;49166;AVE;OIAPOQUE                                          ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
2020-007515265-001;12/02/2020 18:22;1;BELO HORIZONTE                ;1;49166;AVE;OIAPOQUE                                          ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;156;0
2020-049158970-001;10/10/2020 22:00;1;BELO HORIZONTE                ;1;49166;AVE;OIAPOQUE                                          ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;177;0
2020-026732800-001;04/06/2020 12:30;1;BELO HORIZONTE                ;1;49166;AVE;OIAPOQUE                                          ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;156;0
2020-058854062-001;07/12/2020 13:06;1;BELO HORIZONTE                ;2;49314;RUA;CAETANO DE VASCONCELOS                            ;RUA;OITO                                              ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-035618854-001;24/07/2020 19:56;1;BELO HORIZONTE                ;2;49314;RUA;CAETANO DE VASCONCELOS                            ;RUA;OITO                                              ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-020037180-001;27/04/2020 18:26;1;BELO HORIZONTE                ;2;49314;RUA;CAETANO DE VASCONCELOS                            ;RUA;OITO                                              ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-052711070-003;31/10/2020 22:49;1;BELO HORIZONTE                ;1;49330;RUA;FLOR DA SAUDADE                                   ;RUA;OITO                                              ;1172;JARDIM ALVORADA                                   ;B ;BAIRRO                        ;0;0
2021-000187792-001;30/12/2020 09:20;1;BELO HORIZONTE                ;2;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-062240234-001;21/12/2020 13:30;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;706;0
2020-061858146-001;25/12/2020 12:18;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-061263924-001;15/12/2020 15:30;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;90;0
2020-060545090-001;17/12/2020 08:18;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1150;0
2020-060321781-001;15/12/2020 13:35;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1890;0
2020-058910959-001;07/12/2020 17:35;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;637;CARMO                                             ;B ;BAIRRO                        ;35;0
2020-058400650-001;04/12/2020 13:36;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1202;0
2020-056149543-001;21/11/2020 10:05;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;2135;0
2020-012352219-001;10/03/2020 08:46;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1980;0
2020-010757801-001;01/03/2020 08:24;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;1395;0
2020-010617110-001;29/02/2020 10:00;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;2135;0
2020-009101862-001;20/02/2020 22:31;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1980;0
2020-002449373-001;15/01/2020 13:24;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;600;0
2020-002239306-001;14/01/2020 11:48;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;234;0
2020-002104930-001;13/01/2020 16:06;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;105;0
2020-013344326-001;15/03/2020 15:42;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1448;0
2020-013089466-001;13/03/2020 20:44;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;971;0
2020-013064538-001;13/03/2020 18:46;1;BELO HORIZONTE                ;2;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;0;0
2020-025861710-001;31/05/2020 12:13;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;216;0
2020-036499283-001;30/07/2020 08:14;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;1379;SANTA RITA DE CASSIA                              ;B ;BAIRRO                        ;0;0
2020-025204020-001;27/05/2020 12:42;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;540;0
2020-036020878-001;27/07/2020 14:05;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1448;0
2020-035989737-001;27/07/2020 10:27;1;BELO HORIZONTE                ;2;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-024625547-001;24/05/2020 00:53;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;2655;0
2020-044017129-001;11/09/2020 14:34;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;756;0
2020-043634939-001;09/09/2020 13:22;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;637;CARMO                                             ;B ;BAIRRO                        ;679;0
2020-043594020-001;09/09/2020 09:04;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;637;CARMO                                             ;B ;BAIRRO                        ;323;0
2020-024274230-001;21/05/2020 20:40;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;0;0
2020-050180904-001;16/10/2020 20:59;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;38;0
2020-043164448-001;06/09/2020 19:01;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;1801;0
2020-034004830-001;15/07/2020 17:27;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;105;0
2020-049863664-001;11/10/2020 21:00;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;2135;0
2020-042237102-001;01/09/2020 12:24;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-033233811-001;11/07/2020 09:06;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;1801;0
2020-021931407-001;08/05/2020 11:00;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;702;0
2020-032483801-001;07/07/2020 08:39;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-040880638-001;24/08/2020 15:24;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1420;0
2020-040732527-001;23/08/2020 19:15;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;756;0
2020-031862090-001;03/07/2020 14:34;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;1925;0
2020-031843381-001;03/07/2020 12:04;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-031635774-001;02/07/2020 09:38;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;105;0
2020-020218252-001;28/04/2020 18:43;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1440;0
2020-040414357-004;21/08/2020 14:46;1;BELO HORIZONTE                ;2;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;0;0
2020-039292434-001;15/08/2020 12:18;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;2135;0
2020-045979558-001;22/09/2020 17:07;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;706;0
2020-038549130-001;11/08/2020 10:05;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1430;0
2020-038123690-001;08/08/2020 17:58;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;1801;0
2020-055314580-001;16/11/2020 14:53;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;637;CARMO                                             ;B ;BAIRRO                        ;93;0
2020-028110900-001;12/06/2020 16:18;1;BELO HORIZONTE                ;2;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;637;CARMO                                             ;B ;BAIRRO                        ;0;0
2020-054950046-001;14/11/2020 04:29;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1430;0
2020-054900049-001;13/11/2020 21:20;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;0;0
2020-037489701-001;05/08/2020 03:33;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;0;0
2020-037443693-001;04/08/2020 19:56;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;876;0
2020-037212213-001;03/08/2020 14:04;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;1430;0
2020-054229923-001;10/11/2020 06:47;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;105;0
2020-053664974-002;06/11/2020 15:52;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;825;MORRO DO PAPAGAIO                                 ;B ;BAIRRO                        ;5652;0
2020-053265237-001;04/11/2020 14:19;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;801;SION                                              ;B ;BAIRRO                        ;1885;0
2020-045253620-001;18/09/2020 13:55;1;BELO HORIZONTE                ;1;47996;AVE;NOSSA SENHORA DO CARMO                            ;AVE;SENHORA DO CARMO                                  ;792;SAO PEDRO                                         ;B ;BAIRRO                        ;624;0
2020-008603972-001;18/02/2020 14:57;1;BELO HORIZONTE                ;1;48006;RUA;SENHORA DO CARMO                                  ;RUA;NOSSA SENHORA DO CARMO                            ;737;OLHOS D'AGUA                                      ;B ;BAIRRO                        ;500;0
2020-051226370-002;23/10/2020 05:51;1;BELO HORIZONTE                ;1;48006;RUA;SENHORA DO CARMO                                  ;RUA;NOSSA SENHORA DO CARMO                            ;737;OLHOS D'AGUA                                      ;B ;BAIRRO                        ;10;0
2020-051007684-001;21/10/2020 21:13;1;BELO HORIZONTE                ;1;48006;RUA;SENHORA DO CARMO                                  ;RUA;NOSSA SENHORA DO CARMO                            ;737;OLHOS D'AGUA                                      ;B ;BAIRRO                        ;500;0
2020-035693303-001;25/07/2020 10:11;1;BELO HORIZONTE                ;1;48050;RUA;CURIMATA                                          ;RUA;NOSSA SENHORA DA CONCEICAO                        ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
2020-054324667-001;10/11/2020 16:11;1;BELO HORIZONTE                ;2;48050;RUA;CURIMATA                                          ;RUA;NOSSA SENHORA DA CONCEICAO                        ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
2020-002868124-001;17/01/2020 16:07;1;BELO HORIZONTE                ;2;48090;RUA;NOSSA SENHORA DA EUCARISTIA                       ;AVE;NOSSA SENHORA DA EUCARISTIA                       ;1290;BIQUINHAS                                         ;B ;BAIRRO                        ;0;0
2020-061542577-001;23/12/2020 09:46;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;1924;0
2020-061528677-001;23/12/2020 08:52;1;BELO HORIZONTE                ;2;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-060576010-001;17/12/2020 11:30;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-057162173-001;27/11/2020 08:16;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
2020-010487066-001;26/02/2020 12:30;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;2215;0
2020-007104664-001;10/02/2020 16:43;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;182;0
2020-043072002-001;06/09/2020 00:52;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;1462;0
2020-034337895-001;17/07/2020 14:52;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;1462;0
2020-042776562-001;04/09/2020 11:28;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;182;0
2020-021669231-001;07/05/2020 06:58;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;1462;0
2020-048354400-001;06/10/2020 11:37;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
2020-040525262-001;22/08/2020 08:30;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;182;0
2020-031668790-001;29/05/2020 01:40;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;710;LAGOINHA                                          ;B ;BAIRRO                        ;1295;0
2020-019832524-001;26/04/2020 14:40;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;2740;0
2020-030704049-001;26/06/2020 15:32;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-030560759-001;25/06/2020 22:12;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;2362;0
2020-018530689-001;18/04/2020 15:32;1;BELO HORIZONTE                ;2;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-046233787-001;23/09/2020 22:49;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;3100;0
2020-017137424-001;09/04/2020 15:51;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;2836;0
2020-055697076-001;11/06/2020 12:00;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;1824;0
2020-037757865-001;19/07/2020 20:10;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-053913790-001;08/11/2020 06:30;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;752;PRADO                                             ;B ;BAIRRO                        ;3280;0
2020-053180373-001;03/11/2020 23:45;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;1821;0
2020-045314002-001;18/09/2020 17:18;1;BELO HORIZONTE                ;1;48107;AVE;NOSSA SENHORA DE FATIMA                           ;RUA;MAUA                                              ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-059846590-001;13/12/2020 04:10;1;BELO HORIZONTE                ;1;12785;RUA;CAPELINHA                                         ;NI ;N?O INFORMADO                                     ;797;SERRA                                             ;B ;BAIRRO                        ;0;0
2020-061353938-001;22/12/2020 07:56;1;BELO HORIZONTE                ;2;12798;RUA;CAPETINGA                                         ;NI ;N?O INFORMADO                                     ;761;SALGADO FILHO                                     ;B ;BAIRRO                        ;0;0
2020-048929301-001;09/10/2020 13:41;1;BELO HORIZONTE                ;2;12798;RUA;CAPETINGA                                         ;NI ;N?O INFORMADO                                     ;761;SALGADO FILHO                                     ;B ;BAIRRO                        ;0;0
2020-027939658-001;11/06/2020 18:28;1;BELO HORIZONTE                ;1;12832;RUA;CAPISTRANO DE ABREU                               ;NI ;N?O INFORMADO                                     ;806;TUPI A                                            ;B ;BAIRRO                        ;31;0
2020-061884824-001;25/12/2020 16:44;1;BELO HORIZONTE                ;1;11451;RUA;CAISSARA                                          ;RUA;CAICARA                                           ;784;SAO GERALDO                                       ;B ;BAIRRO                        ;0;0
2020-050087652-001;16/10/2020 12:22;1;BELO HORIZONTE                ;2;11451;RUA;CAISSARA                                          ;RUA;CAICARA                                           ;638;CASA BRANCA                                       ;B ;BAIRRO                        ;0;0
2020-057415742-001;28/11/2020 21:40;1;BELO HORIZONTE                ;1;11537;RUA;ANTONIO RODRIGUES FROES                           ;NI ;N?O INFORMADO                                     ;1299;CANDELARIA                                        ;B ;BAIRRO                        ;0;0
2020-003040270-001;18/01/2020 20:08;1;BELO HORIZONTE                ;1;11537;RUA;ANTONIO RODRIGUES FROES                           ;NI ;N?O INFORMADO                                     ;1299;CANDELARIA                                        ;B ;BAIRRO                        ;0;0
2020-033866036-001;14/07/2020 21:32;1;BELO HORIZONTE                ;1;11537;RUA;ANTONIO RODRIGUES FROES                           ;NI ;N?O INFORMADO                                     ;1299;CANDELARIA                                        ;B ;BAIRRO                        ;96;0
2020-018382037-001;17/04/2020 13:47;1;BELO HORIZONTE                ;1;11537;RUA;ANTONIO RODRIGUES FROES                           ;NI ;N?O INFORMADO                                     ;1299;CANDELARIA                                        ;B ;BAIRRO                        ;264;0
2020-058718623-001;06/12/2020 14:58;1;BELO HORIZONTE                ;2;11578;RUA;DOS CAJUEIROS                                     ;NI ;N?O INFORMADO                                     ;813;VILA CLORIS                                       ;V ;VILA                          ;0;0
