;Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
5354;2020-001944544-001;12/01/2020 19:49;1;BELO HORIZONTE                ;1;25148;RUA;EDUARDO PRADO                                     ;NI ;N?O INFORMADO                                     ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
5355;2021-000292512-001;31/12/2020 15:00;1;BELO HORIZONTE                ;1;25191;RUA;EGITO                                             ;NI ;N?O INFORMADO                                     ;828;COPACABANA                                        ;B ;BAIRRO                        ;128;0
5356;2020-061369759-001;22/12/2020 09:46;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;1055;0
5357;2020-005874935-001;03/02/2020 19:00;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5358;2020-009372407-001;22/02/2020 10:43;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;463;0
5359;2020-009247225-001;21/02/2020 17:00;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5360;2020-003353407-001;20/01/2020 17:36;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5361;2020-015057650-001;26/03/2020 20:52;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5362;2020-044854955-001;16/09/2020 11:44;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;35;0
5363;2020-049940785-001;15/10/2020 16:32;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5364;2020-033823372-001;14/07/2020 17:47;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;784;SAO GERALDO                                       ;B ;BAIRRO                        ;0;0
5365;2020-032988520-001;09/07/2020 20:55;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;479;0
5366;2020-031958492-001;03/07/2020 22:56;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;623;0
5367;2020-030441715-001;25/06/2020 10:30;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;620;BOA VISTA                                         ;B ;BAIRRO                        ;426;0
5368;2020-045280348-001;18/09/2020 15:36;1;BELO HORIZONTE                ;1;25251;RUA;ELISIO DE BRITO                                   ;AVE;ELISIO DE BRITO                                   ;784;SAO GERALDO                                       ;B ;BAIRRO                        ;784;0
5369;2020-021262670-001;04/05/2020 20:26;1;BELO HORIZONTE                ;1;25264;RUA;ALENCAR FERREIRA DE CARVALHO                      ;RUA;ELIZABETH                                         ;767;SANTA INES                                        ;B ;BAIRRO                        ;0;0
5370;2020-012429812-001;10/03/2020 15:57;1;BELO HORIZONTE                ;1;24072;RUA;DOZE DE MAIO                                      ;RUA;DOZE DE MARCO                                     ;1271;ALPES                                             ;B ;BAIRRO                        ;0;0
5371;2020-052975296-001;02/11/2020 21:30;1;BELO HORIZONTE                ;1;24072;RUA;DOZE DE MAIO                                      ;RUA;DOZE DE MARCO                                     ;1271;ALPES                                             ;B ;BAIRRO                        ;0;0
5372;2020-039507621-001;16/08/2020 20:08;1;BELO HORIZONTE                ;1;24098;RUA;NACIONAL                                          ;NI ;N?O INFORMADO                                     ;1317;CONJUNTO TAQUARIL                                 ;B ;BAIRRO                        ;35;0
5373;2020-019573309-001;24/04/2020 17:02;1;BELO HORIZONTE                ;1;24117;RUA;DUARTE DA COSTA                                   ;NI ;N?O INFORMADO                                     ;713;LIBERDADE                                         ;B ;BAIRRO                        ;0;0
5374;2020-015125180-002;27/03/2020 10:46;1;BELO HORIZONTE                ;2;24132;RUA;DULCE MARIA                                       ;NI ;N?O INFORMADO                                     ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
5375;2020-004914894-001;29/01/2020 13:10;1;BELO HORIZONTE                ;2;24246;RUA;RAFAEL FERREIRA VELOSO                            ;RUA;DUZENTOS E SEIS                                   ;832;VALE DO JATOBA                                    ;B ;BAIRRO                        ;0;0
5376;2020-013749077-001;17/03/2020 17:28;1;BELO HORIZONTE                ;1;24463;RUA;SEBASTIAO GONCALVES DE OLIVEIRA                   ;RUA;DUZENTOS E VINTE E OITO                           ;832;VALE DO JATOBA                                    ;B ;BAIRRO                        ;0;0
5377;2020-037278057-001;03/08/2020 21:31;1;BELO HORIZONTE                ;1;23808;RUA;FLOR DA ROMA                                      ;RUA;DOZE                                              ;1172;JARDIM ALVORADA                                   ;B ;BAIRRO                        ;0;0
5378;2020-010223075-001;27/02/2020 08:52;1;BELO HORIZONTE                ;1;23836;RUA;BASE                                              ;RUA;VINTE E DOIS                                      ;1150;BRASIL INDUSTRIAL                                 ;B ;BAIRRO                        ;27;0
5379;2020-002493897-001;15/01/2020 17:40;1;BELO HORIZONTE                ;2;23836;RUA;BASE                                              ;RUA;VINTE E DOIS                                      ;1149;MIRAMAR                                           ;B ;BAIRRO                        ;0;0
5380;2020-038880497-001;13/08/2020 03:23;1;BELO HORIZONTE                ;1;23892;RUA;DESEMBARGADOR CUSTODIO LUSTOSA                    ;RUA;DOZE P                                            ;699;ITAPOA                                            ;B ;BAIRRO                        ;56;0
5381;2020-025725475-001;30/05/2020 13:22;1;BELO HORIZONTE                ;2;23924;RUA;MARIA PEREZ BALESTEROS                            ;RUA;DOZE                                              ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
5382;2020-011681570-001;06/03/2020 11:12;1;BELO HORIZONTE                ;2;23952;RUA;SAMI SIRIHAL                                      ;RUA;DOZE                                              ;798;SERRANO                                           ;B ;BAIRRO                        ;0;0
5383;2020-026612148-001;04/06/2020 16:12;1;BELO HORIZONTE                ;2;23993;RUA;AMARO NEVES BARRETO                               ;RUA;DOZE                                              ;812;GOIANIA                                           ;B ;BAIRRO                        ;0;0
5384;2020-033817529-001;01/03/2020 09:00;1;BELO HORIZONTE                ;1;24016;RUA;PEDRA DE ANIL                                     ;RUA;DOZE                                              ;790;PIRATININGA                                       ;B ;BAIRRO                        ;200;0
5385;2020-031371688-001;30/06/2020 16:56;1;BELO HORIZONTE                ;1;24016;RUA;PEDRA DE ANIL                                     ;RUA;DOZE                                              ;790;PIRATININGA                                       ;B ;BAIRRO                        ;51;0
5386;2020-010632028-001;29/02/2020 12:35;1;BELO HORIZONTE                ;2;24766;RUA;DOLORES PEREIRA DA SILVA                          ;RUA;E                                                 ;785;SAO JOAO BATISTA                                  ;B ;BAIRRO                        ;0;0
5387;2020-012048278-002;08/03/2020 17:40;1;BELO HORIZONTE                ;1;22833;RUA;FLOR DE AMEIXEIRA                                 ;RUA;DONA CAROLINA                                     ;809;UNIVERSITARIO                                     ;B ;BAIRRO                        ;0;0
5388;2020-012554383-001;11/03/2020 09:23;1;BELO HORIZONTE                ;1;22846;RUA;DONA CECILIA                                      ;RUA;NOVA                                              ;797;SERRA                                             ;B ;BAIRRO                        ;0;0
5389;2020-035928573-002;26/07/2020 21:00;1;BELO HORIZONTE                ;2;22859;RUA;DONA CLARA                                        ;NI ;N?O INFORMADO                                     ;608;APARECIDA                                         ;B ;BAIRRO                        ;0;0
5390;2020-046977991-001;28/09/2020 10:10;1;BELO HORIZONTE                ;1;22859;RUA;DONA CLARA                                        ;NI ;N?O INFORMADO                                     ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;20;0
5391;2020-058628804-001;05/12/2020 21:09;1;BELO HORIZONTE                ;2;22861;RUA;DONA FRANCELINA                                   ;NI ;N?O INFORMADO                                     ;816;MARIA VIRGINIA                                    ;V ;VILA                          ;0;0
5392;2020-060566014-001;17/12/2020 10:53;1;BELO HORIZONTE                ;1;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5393;2020-012654308-001;11/03/2020 13:27;1;BELO HORIZONTE                ;2;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5394;2020-041240362-001;26/08/2020 15:09;1;BELO HORIZONTE                ;2;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5395;2020-040498177-001;22/08/2020 00:52;1;BELO HORIZONTE                ;1;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5396;2020-030878301-001;27/06/2020 18:43;1;BELO HORIZONTE                ;1;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5397;2020-019083776-001;21/04/2020 22:52;1;BELO HORIZONTE                ;2;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;709;LAGOINHA LEBLON                                   ;B ;BAIRRO                        ;0;0
5398;2020-055467220-001;16/11/2020 06:30;1;BELO HORIZONTE                ;1;22874;RUA;DONA GENI                                         ;RUA;TREZENTOS E QUATRO                                ;709;LAGOINHA LEBLON                                   ;B ;BAIRRO                        ;288;0
5399;2020-054302221-001;10/11/2020 13:56;1;BELO HORIZONTE                ;1;22887;RUA;DONA GIUSEPPELA                                   ;RUA;DONA GIUSEPPELLA                                  ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
5400;2020-057380362-001;28/11/2020 17:17;1;BELO HORIZONTE                ;2;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
5401;2020-009399923-001;22/02/2020 14:59;1;BELO HORIZONTE                ;2;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
5402;2020-008195756-001;16/02/2020 14:35;1;BELO HORIZONTE                ;2;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
5403;2020-001736599-001;11/01/2020 12:18;1;BELO HORIZONTE                ;2;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
5404;2020-006173410-001;05/02/2020 12:42;1;BELO HORIZONTE                ;1;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;492;0
5405;2020-043030190-001;05/09/2020 19:17;1;BELO HORIZONTE                ;1;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;773;0
5406;2020-034500062-001;18/07/2020 14:43;1;BELO HORIZONTE                ;1;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;690;0
5407;2020-019873483-001;26/04/2020 19:51;1;BELO HORIZONTE                ;2;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
5408;2020-018558870-001;18/04/2020 16:30;1;BELO HORIZONTE                ;1;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;182;0
5409;2020-055246759-001;16/11/2020 06:55;1;BELO HORIZONTE                ;1;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;314;0
5410;2020-027411176-001;09/06/2020 07:14;1;BELO HORIZONTE                ;1;22947;RUA;DONA LUIZA                                        ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;290;0
5411;2020-041208326-001;26/08/2020 12:28;1;BELO HORIZONTE                ;1;22975;RUA;DOM CABRAL                                        ;NI ;N?O INFORMADO                                     ;1317;CONJUNTO TAQUARIL                                 ;B ;BAIRRO                        ;20;0
5412;2020-004868222-001;29/01/2020 07:45;1;BELO HORIZONTE                ;1;23039;RUA;DONA SALVADORA                                    ;NI ;N?O INFORMADO                                     ;797;SERRA                                             ;B ;BAIRRO                        ;0;0
5413;2020-061459070-001;22/12/2020 16:03;1;BELO HORIZONTE                ;1;23041;RUA;DONA SENHORINHA                                   ;NI ;N?O INFORMADO                                     ;620;BOA VISTA                                         ;B ;BAIRRO                        ;192;0
5414;2020-015057650-001;26/03/2020 20:52;1;BELO HORIZONTE                ;2;23041;RUA;DONA SENHORINHA                                   ;NI ;N?O INFORMADO                                     ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5415;2020-048629791-001;07/10/2020 20:22;1;BELO HORIZONTE                ;2;23041;RUA;DONA SENHORINHA                                   ;NI ;N?O INFORMADO                                     ;620;BOA VISTA                                         ;B ;BAIRRO                        ;0;0
5416;2020-039042917-001;13/08/2020 15:00;1;BELO HORIZONTE                ;1;23041;RUA;DONA SENHORINHA                                   ;NI ;N?O INFORMADO                                     ;620;BOA VISTA                                         ;B ;BAIRRO                        ;250;0
5417;2020-027844810-001;11/06/2020 08:57;1;BELO HORIZONTE                ;1;23067;RUA;DONATO DA FONSECA                                 ;NI ;N?O INFORMADO                                     ;655;CORACAO DE JESUS                                  ;B ;BAIRRO                        ;160;0
5418;2020-022826223-001;13/05/2020 18:56;1;BELO HORIZONTE                ;2;23082;RUA;DORES DO INDAIA                                   ;NI ;N?O INFORMADO                                     ;774;SANTA TEREZA                                      ;B ;BAIRRO                        ;0;0
5419;2020-047803460-001;02/10/2020 20:39;1;BELO HORIZONTE                ;2;23082;RUA;DORES DO INDAIA                                   ;NI ;N?O INFORMADO                                     ;774;SANTA TEREZA                                      ;B ;BAIRRO                        ;0;0
5420;2021-020515505-001;16/08/2020 23:00;1;BELO HORIZONTE                ;1;23095;RUA;DOURADOS                                          ;NI ;N?O INFORMADO                                     ;784;SAO GERALDO                                       ;B ;BAIRRO                        ;75;0
5421;2020-037074896-001;02/08/2020 19:07;1;BELO HORIZONTE                ;1;23095;RUA;DOURADOS                                          ;NI ;N?O INFORMADO                                     ;784;SAO GERALDO                                       ;B ;BAIRRO                        ;0;0
5422;2021-004635966-001;24/11/2020 15:30;1;BELO HORIZONTE                ;2;23127;RUA;DOUTOR AMERICO GIANETTI                           ;RUA;PEQUI                                             ;609;GRACA                                             ;B ;BAIRRO                        ;0;0
5423;2020-014787155-001;24/03/2020 21:15;1;BELO HORIZONTE                ;1;30826;RUA;GENERAL ASTOLFO FERREIRA MENDES                   ;RUA;NOSSA SENHORA DAS GRACAS                          ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
5424;2020-022092172-001;09/05/2020 13:00;1;BELO HORIZONTE                ;1;30826;RUA;GENERAL ASTOLFO FERREIRA MENDES                   ;RUA;NOSSA SENHORA DAS GRACAS                          ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;18;0
5425;2020-041347345-001;27/08/2020 07:26;1;BELO HORIZONTE                ;1;30826;RUA;GENERAL ASTOLFO FERREIRA MENDES                   ;RUA;NOSSA SENHORA DAS GRACAS                          ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
5426;2020-046322517-001;24/09/2020 14:09;1;BELO HORIZONTE                ;1;30826;RUA;GENERAL ASTOLFO FERREIRA MENDES                   ;RUA;NOSSA SENHORA DAS GRACAS                          ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;487;0
5427;2020-005585388-001;02/02/2020 01:57;1;BELO HORIZONTE                ;1;31021;RUA;GERALDA MARTINS MIRANDA                           ;RUA;GERALDA MARTINS MIRANDA                           ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;0;0
5428;2020-050322145-002;17/10/2020 20:10;1;BELO HORIZONTE                ;1;31021;RUA;GERALDA MARTINS MIRANDA                           ;RUA;GERALDA MARTINS MIRANDA                           ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;556;0
5429;2020-037369996-001;15/07/2020 22:50;1;BELO HORIZONTE                ;1;31021;RUA;GERALDA MARTINS MIRANDA                           ;RUA;GERALDA MARTINS MIRANDA                           ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;13;0
5430;2020-053364189-001;04/11/2020 22:19;1;BELO HORIZONTE                ;2;31021;RUA;GERALDA MARTINS MIRANDA                           ;RUA;GERALDA MARTINS MIRANDA                           ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;0;0
5431;2020-058708067-001;06/12/2020 12:57;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;293;0
5432;2020-000563065-001;04/01/2020 17:22;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;443;0
5433;2020-035784352-001;25/07/2020 21:40;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;957;0
5434;2020-035586108-001;24/07/2020 16:31;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;0;0
5435;2020-023501388-001;17/05/2020 18:58;1;BELO HORIZONTE                ;2;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;0;0
5436;2020-049886580-001;15/10/2020 12:29;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;0;0
5437;2020-042840277-001;04/09/2020 17:04;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;433;0
5438;2020-032995773-001;09/07/2020 21:40;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;1071;0
5439;2020-047559192-001;01/10/2020 15:02;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;553;0
5440;2020-027498460-001;14/05/2020 14:00;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;0;0
5441;2020-053320267-001;04/11/2020 18:31;1;BELO HORIZONTE                ;1;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;581;0
5442;2020-036966545-001;01/08/2020 23:04;1;BELO HORIZONTE                ;2;31210;RUA;ADERBAL RODRIGUES VAZ                             ;RUA;TREZE                                             ;714;LINDEIA                                           ;B ;BAIRRO                        ;0;0
5443;2020-056049716-001;20/11/2020 17:54;1;BELO HORIZONTE                ;1;31466;RUA;GONCALO ALVES                                     ;RUA;CRISTOVAO PINTO RIBEIRO                           ;781;SAO CRISTOVAO                                     ;B ;BAIRRO                        ;0;0
5444;2020-020888835-001;02/05/2020 16:36;1;BELO HORIZONTE                ;1;31466;RUA;GONCALO ALVES                                     ;RUA;CRISTOVAO PINTO RIBEIRO                           ;781;SAO CRISTOVAO                                     ;B ;BAIRRO                        ;96;0
5445;2020-025450937-001;28/05/2020 18:21;1;BELO HORIZONTE                ;2;31958;RUA;CACHOEIRA DA PRATA                                ;RUA;GUADALUPE                                         ;748;PINDORAMA                                         ;B ;BAIRRO                        ;0;0
5446;2020-034270572-001;17/07/2020 06:51;1;BELO HORIZONTE                ;1;32239;RUA;COROMANDEL                                        ;RUA;GUARARAPES                                        ;609;GRACA                                             ;B ;BAIRRO                        ;0;0
5447;2020-060283840-001;12/12/2020 23:30;1;BELO HORIZONTE                ;2;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;0;0
5448;2020-005343500-001;31/01/2020 14:58;1;BELO HORIZONTE                ;2;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;0;0
5449;2020-009324478-001;22/02/2020 01:33;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;0;0
5450;2020-025757994-001;30/05/2020 16:24;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1258;JONAS VEIGA                                       ;B ;BAIRRO                        ;0;0
5451;2020-044237029-001;12/09/2020 19:35;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;0;0
5452;2020-044211820-001;12/09/2020 16:30;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;0;0
5453;2020-035385089-001;23/07/2020 15:04;1;BELO HORIZONTE                ;2;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;0;0
5454;2020-042606110-001;03/09/2020 12:04;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;0;0
5455;2020-033401505-001;12/07/2020 12:24;1;BELO HORIZONTE                ;2;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;0;0
5456;2020-041755005-001;29/08/2020 12:53;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;0;0
5457;2020-022141390-001;09/05/2020 19:59;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;820;0
5458;2020-021978307-002;08/05/2020 18:46;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;15;0
5459;2020-047543161-001;30/09/2020 18:00;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;1094;0
5460;2020-030535439-001;25/06/2020 17:37;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;0;0
5461;2020-046531536-001;25/09/2020 15:23;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;919;0
5462;2020-029647296-001;20/06/2020 22:20;1;BELO HORIZONTE                ;1;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;1246;ALTO VERA CRUZ                                    ;B ;BAIRRO                        ;878;0
5463;2020-026940417-001;06/06/2020 12:50;1;BELO HORIZONTE                ;2;37305;AVE;JEQUITINHONHA                                     ;RUA;ALMIRANTE TAMANDARE                               ;811;VERA CRUZ                                         ;B ;BAIRRO                        ;0;0
5464;2020-047069010-001;28/09/2020 18:44;1;BELO HORIZONTE                ;1;38440;RUA;ELZA BRANDAO RODARTE                              ;RUA;F UM                                              ;618;BELVEDERE                                         ;B ;BAIRRO                        ;330;0
5465;2020-007171490-001;10/02/2020 23:54;1;BELO HORIZONTE                ;1;38667;RUA;JOSE CLEMENTE                                     ;AVE;JOSE CLEMENTE                                     ;678;FLORAMAR                                          ;B ;BAIRRO                        ;211;0
5466;2020-016290032-001;04/04/2020 10:26;1;BELO HORIZONTE                ;1;38667;RUA;JOSE CLEMENTE                                     ;AVE;JOSE CLEMENTE                                     ;806;TUPI A                                            ;B ;BAIRRO                        ;402;0
5467;2020-040776871-001;24/08/2020 00:10;1;BELO HORIZONTE                ;1;38667;RUA;JOSE CLEMENTE                                     ;AVE;JOSE CLEMENTE                                     ;678;FLORAMAR                                          ;B ;BAIRRO                        ;581;0
5468;2020-019120525-001;22/04/2020 08:18;1;BELO HORIZONTE                ;1;38667;RUA;JOSE CLEMENTE                                     ;AVE;JOSE CLEMENTE                                     ;806;TUPI A                                            ;B ;BAIRRO                        ;0;0
5469;2020-003234248-001;20/01/2020 07:25;1;BELO HORIZONTE                ;1;40915;RUA;QUELUZITA                                         ;RUA;DA LIBERDADE                                      ;791;SAO PAULO                                         ;B ;BAIRRO                        ;10;0
5470;2020-015193452-001;27/03/2020 08:00;1;BELO HORIZONTE                ;1;40915;RUA;QUELUZITA                                         ;RUA;DA LIBERDADE                                      ;791;SAO PAULO                                         ;B ;BAIRRO                        ;0;0
5471;2020-032923118-001;09/07/2020 15:10;1;BELO HORIZONTE                ;1;40915;RUA;QUELUZITA                                         ;RUA;DA LIBERDADE                                      ;926;FERNAO DIAS                                       ;B ;BAIRRO                        ;170;0
5472;2020-050051057-002;16/10/2020 09:01;1;BELO HORIZONTE                ;1;46026;RUA;MODELO                                            ;RUA;SEM NOME                                          ;907;SUZANA                                            ;V ;VILA                          ;0;0
5473;2020-048900600-001;09/10/2020 05:40;1;BELO HORIZONTE                ;2;46026;RUA;MODELO                                            ;RUA;SEM NOME                                          ;816;MARIA VIRGINIA                                    ;V ;VILA                          ;0;0
5474;2020-025857213-001;31/05/2020 10:53;1;BELO HORIZONTE                ;1;48324;RUA;CORONEL EUGENIO THIBAU                            ;RUA;NOSSA SENHORA DA PIEDADE                          ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
